text
Everything looked so delicious - the meat and salad - the bread and even the fat! Mouthwatering. And the scenery is beautiful too. Thanks for a great video!!
Those tomahawk steaks looked amazing. The way he grilled them was pretty ingenious too.
"This is living life to the fullest right here. Peaceful, relaxing, enjoying nature, cup of coffee and a good meal. Bravo sir."
"Вы не перестаете удивлять, очередное красивое место, неожиданное приготовление .Вы самый счастливый человек жить среди такой красоты, и заниматься тем что нравится . СУПЕР"
"Хочу побывать в Азербайджане и попробовать местные блюда, посмотреть природу. Блогер с этого Ютуб канала, превосходный кулинар, жаль Ютуб не передаёт вкус этих изысканных блюд. Добра и мира всем кто смотрит это канал. Автору уважение."
Какая красота какая природа да так приготовить конечно супер добра и здоровья
Such a simple yet unique way of cooking steaks!! Everything looks so nice! But another great video and in a perfect location!!
"Es un genio  para preparar el fogón y preparar la receta, siempre anda bien equipado con todo lo que necesita, en cualquier lugar a demostrado puede hacer la cena,es una maravilla de chefs, Costa Rica 2023."
"Here in Brazil we love barbacue, but it is the first time I see someone doing this way. Fantastic!"
Tavakkul Sie sind ein wundervoller Mensch ! Eins mit Tier und Natur ! Möge egal welcher Gott Sie beschützen 🇩🇪🇩🇪🇩🇪
wow I came across this channel and darn how have I not seen this man cooking fabulous dishes in such a beautiful place. I like how calm and peaceful he is like there is nothing that really matters. Thumbs up!!
"Уважаемый Таваккул, здравствуйте! Вы похожи на Робинзона, который попал на необитаемый остров, и обстоятельства его научили выживать в самых разных местах! Вы идёте в горы и знаете, что с собой брать! У Вас фантазия работает на 1000%! Как должно быть гордятся Ваши родители таким сыном! Долгих лет  жизни им!!! Вы в своих блюдах и художник, и скульптор, но а ШЕФ от Бога! У меня была к Вам просьба, получить от вас на свой юбилей Вашу посуду, деревянную или керамическая, но увы! Сибирь, г ОМСК!!!!"
You are GIFTED! It's always a joy watching your content. Never know what we're going to see next.
Another “SUPER” cook and video! You are so creative with your cooking techniques!  ️
This gentleman is not only innovative he is a genius!! We can cook on anything and build anything to cook on or in and those steaks look absolutely delicious
"you my friend, are my hero, my inspiration. i live in the northwoods of america, and want to create my peaceful place like you have done. thanks for sharing these amazing videos"
"What an amazing feast looks delicious and the way it’s cooked is beyond amazing, the beauty surrounding is heavenly, I admire your talent and your amazing skills your love of the land is very clear thank you for sharing. Blessings"
"Все то ему неймется, все то что нибудь придумает, Великий ОЗ, волшебник поварского искусства! Браво!"
I really do love watching wild cooking videos and i have no idea how I never heard or saw this channel. I already watched 3-4 videos from beginning till end now and I have to say... this is soothing my soul. I get satisfaction of watching you cooking in the wild on unreal levels that I never knew. Thank you soooo much for this. You have earned my Subscribe.
"Esos filetes se ven espectaculares, el corte de la carne insuperable, la técnica del tronco para cocinar sin palabras, cada vez nos sorprende mas y mas, mis felicitaciones"
"Мужчина, вы удивляете нас в каждом сюжете.Где вы этому научились,вы просто уникальный человек. Такой фантазией обладаете,что уже и не придумаешь кажется,а новый фильм выходит и снова шедевр с едой.Огромное вам спасибо."
"I want to also acknowledge the great work done by the cameraperson, filming the delicious food while having to wait till the very end to dig in.  That is no small feat."
BRILLIANT AS USUAL! I CAN TASTE IT AS HE COOKS IT!! MY MOUTH WATERS!
Chef T just gets better and better. Amazing.
"Tavakkul you are a master at whatever you do.  Those were some great looking steaks !!!  I've never seen them cooked like that before and they came out looking delicious.   Peace and love from Oregon, USA"
Człowiek z gór. Cieszę się że też mieszkam w górach i przyciągają ale takich co wiedzą co góry znaczą.     Super Pozdrawiam 🇵🇱🇨🇿🇸🇰
豪快なワイルドキャンプ飯素晴らしい動画です。
Super !!
"Señor Tawakul siento una gran admiración y respeto por usted , usted se fabrica todas las parrillas , con troncos , alambres , clavos , no hace demostración de opulencia de grandes parrillas de fabrica , de todos los modelos , cómo hacen otros cocineros en otro canal , es una hermosa persona de buen corazón , que Dios te bendiga y proteja siempre con salud y prosperidad, saludos desde Argentina"
В горах почти весна началась. Воздух прозрачный. Спасибо за видео)
Es fantástico todo lo que hace la comida fabulosa  el paisaje es hermosisimo un hombre incansable es muy activo para mi siempre será mi Chef preferido.Gracias por tantas enseñanzas.Bogota Colombia.
"What an amazing way to cook some great looking steaks 
Beautiful scenery thank you"
"That looks fantastic!!!!! Also, appreciate the natural sounds."
Didn't think I would ever enjoy watching someone else cook and eat a meal as much as I just did now.
love this guy.  just had lunch and i'm hungry again watching this
"Dragi Tavakkul,pa ti si cudo!Da li je moguce da spremis takav specijalitet  u divljini i to kao da si u najboljem hotelu sa super uslovima?sa tobom bi covek mogao poci na Mesec i sigurno nebi ostao ni gladan ni zedan!!!!SUPER"
"Приветствую мастер! Да, пейзаж чего стоит + отлично приготовленная говядина, всё вместе супер!"
"Absolute gorgeous looking steaks Chef! With garlic butter mushrooms and veggies, this cookout is a meat lovers dream and ingenious preparation. Louisiana USA says let’s grill ‘em up!"
"Love the creativity in his cooking, love the environment as well."
Simple living in the hood....and amazing cooking style...we love Azerbaijan️
With the blue sky and mountains in the background and with the food cooking it looks like heaven.
"Очень приятно, что Вы возвращаетесь к этому формату видео. Мы  не замечаем, а ведь все всегда есть под рукой, главное думать)) Азербайджан, райский уголок, будь Вы дома, на реке или просто в горах. Горы, небо, это ощущение свободы непередаваемо восхитительно, пьянит красотой.
 Благодарю за опыт, которым Вы делитесь со всеми нами. Беру на вооружение  буду однажды удивлять своих детей. Как просто, оказывается, превратить весьма немудреный рецепт в Шедевр, используя смекалку и находчивость"
"Your videos are truely therapeutic, it's much more than just cooking, thank you."
"Such yummy, my appetite wakes up right away Each video is just a masterpiece"
This is by far one of the best channels on YouTube
"I can't believe all the different ways you cook, I'm throughly impressed!!!!! You make me so hungry. Thank you!!!"
That's  a very  delicious meal out there in the cold. You are truly a  very amazing  guy. I love your ideas. You're great.
"Washes his hands with snow then proceeds to build a fire out of half a tree. This guy is so fascinating, it’s even better not knowing much about the man himself. It seems like he looks after the whole village by feeding them delicious meals. What a man. I’d love to try one of his dishes."
Супер что только не придумает этот  мастер на всё руки. Одно удивление Спасибо за видео Дай Бог вам здоровья и благополучия
It’s cool that he replies to people’s comments. I now cook over a fire at least once a week from watching these awesome videos. Few days ago took a hike up a mountain and made two N Y strips for myself and dog. And right now getting ready to cook a ribeye over an open fire
Стейк с дымком это удивительноКатегорично запрещается смотреть на голодный желудок.
Hearing the birds in the background makes this even more relaxing to watch...... and it's not even summer there.
"He is so calm and patient.
Looks like his biggest effort is to say: ""super"" at the end."
"No talking, no music. Just the sounds of what’s happening. I love your vids!"
Eline koluna sağlık gerçekten isini severek yapan birisin her isini kendin yapiyorsun ve doğal ortamda yapilan şey her zaman güzel olur
I like how you come up with different ways to cook your meat. It's amazing
"Самое наверное лучшее в горах, это запах и вкус свежего горячего чая ......"
It doesn't matter if I like what he cooks or not. It's just so darn relaxing watching him prepare and cook his meals.
"Another great video, I am truly amazed at the food he prepares, and how well he does it. A truly amazing man."
Let's Go Again With Another Lovely Cooking
"Man this is a great innovation,dude made a broiler from wood. I know it's gonna taste so good. I'm so envious of his lifestyle, and that Caucus Bread looks so good."
"What i like about this Chanel is the sound of nature and the tools used to prepare the food. it makes you feel close to it, but in reality the hustle and bustle around me makes me close the windows and doors, turn off my phone and the light sit down with a cup of tea. (herbal) and enjoy this channel. Thank you chef and the people behind the sene who do most of the good work putting all this together."
"From: USA Portland Oregon.  I want to live like you.  Your location,  down to earth, animals.  Culture at its best!"
"Живет себе человек в райском уголке,наслаждается жизнью и делится с нами этой волшебной красотой.За блюда отдельный респект!!!!!"
"Video sonunuda Hucum eden güzel  çoçukları görmek dileği ile,
Allaha emanet olun Reis 🇹🇷🇦🇿"
Beautiful countryside.  Fantastic meal.
mashaAllah gagash çok güzel /  машаАллах брат очень красиво готовишь
Yum yum yum. You are the winner of the  super bowl of cooking. best steak ever!
